Company_Name,Founded,HeadQuarter,Sector,What_it_does,Investor,Amount($),Stage,Funding_Year
NoPaperForms Solutions Pvt. Ltd.,,New Delhi,EdTech,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",unidisclosed,3980000.0,Series B,2018
Rays Power Infra,,Jaipur,Energy,Rays Power Infra is a leading integrated Solar Power Company.,unidisclosed,29200000.0,Venture - Series Unknown,2018
AuthMetrik,,Gurgaon,B2B,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",unidisclosed,10000.0,Grant,2018
LetsTransport,,Bangalore,Logistics,Lets transport is a logistics solution provider.,unidisclosed,14600000.0,Series B,2018
Next Digital Solutions,,Kota,Digital Marketing,Next Digital Solutions is website design & Digital Marketing development company.,unidisclosed,1460.0,Angel,2018
Portea Medical,,Bangalore,Health care,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,unidisclosed,3650000.0,Debt Financing,2018
Aavas Financiers,,Jaipur,Finance,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",unidisclosed,29200000.0,Post-IPO Debt,2018
Swiggy,,Bangalore,Food delivery,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,unidisclosed,1000000000.0,Series H,2018
Milkbasket,,Haryana,E-commerce,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",unidisclosed,7000000.0,Series A,2018
Toppr,,Mumbai,EdTech,Toppr.com is an online preparation platform for entrance exams in India.,unidisclosed,35000000.0,Series C,2018
Jagaran Microfin,,Kolkata,Unavailable,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,unidisclosed,8030000.0,Debt Financing,2018
Vivriti Capital,,Chennai,Financial Services,Vivriti Capital is an online platform for institutional debt in India.,unidisclosed,28500000.0,Venture - Series Unknown,2018
Be U Salons,,New Delhi,Apps,Be U is India's first subscription based Salon Chain.,unidisclosed,438000.0,Seed,2018
Impact Guru,,Mumbai,Creative Agency,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",unidisclosed,2000000.0,Series A,2018
MobiKwik,,Gurgaon,Consumer Lending,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,unidisclosed,3504000.0,Series E,2018
DataTrained,,Bangalore,EdTech,"DataTrained is a educational platform, which operates an ed-tech startup on data science",unidisclosed,1752000.0,Seed,2018
OneAssist,,Mumbai,Financial Services,OneAssist is a protection & assistance services platform.,unidisclosed,2400000.0,Debt Financing,2018
Satin Creditcare Network Limited (SCNL),,New Delhi,Banking,Satin is a non-banking finance company providing individual loans to urban shopkeepers.,unidisclosed,30000000.0,Post-IPO Debt,2018
APAC Financial Services,,Mumbai,Finance,APAC Financial Services is a financial services platform.,unidisclosed,36500000.0,Private Equity,2018
Moglix,,Noida,B2B,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",unidisclosed,23000000.0,Series C,2018
MadGuy Labs,,Hyderabad,E-learning,MadGuy Labs is a Online Test-prep Platform.,unidisclosed,150000.0,Venture - Series Unknown,2018
Shop101,,Mumbai,Apps,#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,unidisclosed,11000000.0,Series B,2018
FeedMyPockets,,Bangalore,Advertising,On Demand Staffing Platform,unidisclosed,642400.0,Seed,2018
Housejoy,,Bangalore,Beauty,Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,unidisclosed,3240000.0,Series B,2018
FoodBuddy,,Belgaum,Food delivery,"FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",unidisclosed,876000.0,Seed,2018
Ninjacart,,Bangalore,AgTech,Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,unidisclosed,36500000.0,Series B,2018
BYJU’S,,Bangalore,EdTech,BYJU’s is an edtech company that is reinventing how students learn through its learning app.,unidisclosed,540000000.0,Private Equity,2018
Wakefit,,Bangalore,Manufacturing,Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,unidisclosed,9490000.0,Venture - Series Unknown,2018
Hero Electric,,New Delhi,Manufacturing,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",unidisclosed,23360000.0,Venture - Series Unknown,2018
PerkFinance,,Bangalore,Consumer Lending,PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,unidisclosed,900000.0,Seed,2018
Roposo,,Gurgaon,Internet,Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,unidisclosed,10000000.0,Series C,2018
Wow Venue,,Mumbai,Events,Wow Venue is an online platform.,unidisclosed,1500000.0,Venture - Series Unknown,2018
OTO Capital,,Mumbai,Automotive,OTO Capital is a platform that allows you to own a car faster than ever.,unidisclosed,730000.0,Seed,2018
Boodmo,,Gurgaon,Automotive,boodmo.com - large online marketplace for auto parts in India.,unidisclosed,1022000.0,Seed,2018
MyNewCar.in,,Gurgaon,Automotive,MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,unidisclosed,1000000.0,Venture - Series Unknown,2018
HalaPlay Technologies,,Bangalore,Digital Entertainment,A daily fantasy sports platform.,unidisclosed,5000000.0,Series A,2018
PlanetSpark,,Gurgaon,E-learning,PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,unidisclosed,233600.0,Seed,2018
WheelsEMI,,Pune,Unavailable,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",unidisclosed,14000000.0,Series B,2018
Forum for Innovation Incubation Research and Entrepreneurship,,Margão,Funding Platform,"FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",unidisclosed,1496500.0,Grant,2018
OYO,,Gurgaon,Hospitality,OYO is an Indian hospitality startup that operates a network of budget hotels.,unidisclosed,100000000.0,Series E,2018
Quikr,,Bangalore,Classifieds,"Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",unidisclosed,8030000.0,Debt Financing,2018
LearnApp,,Noida,Banking,"Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",unidisclosed,292000.0,Seed,2018
Shopkirana,,Indore,E-commerce,Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,unidisclosed,2000000.0,Venture - Series Unknown,2018
Articbot,,Kannur,Artificial Intelligence,Articbot is a conversational AI platform for automated customer support and lead generation,unidisclosed,17520.0,Grant,2018
BuildSupply,,Gurgaon,Enterprise Resource Planning (ERP),India’s most advanced ERP system for the real estate,unidisclosed,3650000.0,Series A,2018
Fusion Microfinance,,New Delhi,Banking,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,unidisclosed,75920000.0,Series E,2018
Guiddoo World,,Mumbai,Audio,We build In-Destination Experiences!,unidisclosed,800000.0,Seed,2018
ION Energy,,Mumbai,Energy,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,unidisclosed,1041000.0,Venture - Series Unknown,2018
UnoTag,,Bangalore,Artificial Intelligence,SaaS to verify counterfeit,unidisclosed,100000.0,Pre-seed,2018
CivilCops,,Gurgaon,Government,Gov-Tech,unidisclosed,100000.0,Pre-seed,2018
Classworks India,,Chennai,Education,"Saas, Web App, Mobile App, School Education",unidisclosed,1460.0,Undisclosed,2018
artbandhu,,Bangalore,Digital Media,Ai platform for Art and Creative Community,unidisclosed,15000.0,Pre-seed,2018
Survaider,,Bangalore,Business Intelligence,Stethoscope for customer feedback !,unidisclosed,500000.0,Seed,2018
Credy,,Bangalore,Credit,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,unidisclosed,1400000.0,Seed,2018
iChamp,,Gurgaon,E-learning,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,unidisclosed,5000000.0,Seed,2018
Qandle,,Gurgaon,Software,A cloud-based HR management and employee engagement platform.,unidisclosed,1200000.0,Seed,2018
Avishkaar Box,,Delhi,Children,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",unidisclosed,730000.0,Seed,2018
HyperXchange,,Pune,E-commerce,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,unidisclosed,1000000.0,Series A,2018
Doodhwala,,Bangalore,Food delivery,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,unidisclosed,2200000.0,Seed,2018
DronaHQ,,Mumbai,Mobile,DronaHQ is an enterprise mobile engagement platform.,unidisclosed,500000.0,Angel,2018
FastFox,,Gurgaon,Rental,FastFox: Market Network for Home Rentals (India),unidisclosed,1460000.0,Series A,2018
BuyForexOnline,,Bangalore,Travel,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,unidisclosed,2000000.0,NaN,2018
Colive.in,,Bangalore,Consumer,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,unidisclosed,1800000.0,Seed,2018
Agricxlab Private Limited,,Thane,B2B,Online marketplace where farmers and traders can sell their produce to B2B buyers,unidisclosed,500000.0,Seed,2018
Fincash.com,,Mumbai,Wealth Management,A startup in the personal finance space in India .,unidisclosed,150000.0,Seed,2018
Pandorum Technologies,,Bangalore,BioTechnology,Bengaluru based biotech startup.,unidisclosed,3600000.0,Series A,2018
Shirsa Labs,,Mumbai,Education,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,unidisclosed,500000.0,Seed,2018
PetSutra,,Gurgaon,Veterinary,Gurugram-based Online petcare platform.,unidisclosed,138700.0,Seed,2018
PinkBlue,,Bangalore,Health care,PinkBlue.in - Super-efficient supply-chain for clinical supplies,unidisclosed,300000.0,Seed,2018
Eduvanz,,Mumbai,Finance,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",unidisclosed,500000.0,Angel,2018
Rupeek,,Bangalore,Financial Services,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,unidisclosed,6830000.0,Series A,2018
Backpacker Panda Holidays Private Limited,,Pune,Tourism,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,unidisclosed,1400000.0,Series A,2018
Shape (School Health and Physical Education),,Pune,Education,Physical education start up,unidisclosed,200000.0,Seed,2018
Placio,,Noida,Hospitality,Placio is a student housing and a complete broker-free platform.,unidisclosed,2000000.0,Seed,2018
Aviom India Housing Finance,,New Delhi,Finance,Delhi based housing finance company.,unidisclosed,2190000.0,Series A,2018
HeyHolidays,,Bangalore,Tourism,"HeyHolidays, a global player in online vacation rentals.",unidisclosed,1000000.0,Seed,2018
Pratilipi,,Bangalore,Digital Media,Amazon's Kindle Direct Publishing for Indian Languages,unidisclosed,4300000.0,Series A,2018
Silversparro Technologies Pvt. Ltd,,Gurgaon,Analytics,Silversparro is a deep learning technology solution provider.,unidisclosed,300000.0,Seed,2018
Emflux Motors,,Bangalore,Automotive,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,unidisclosed,364846.0,Seed,2018
Tricog Health Services Pvt Ltd,,Bangalore,Health care,Predictive Healthcare Analytics Company,unidisclosed,4000000.0,Series A,2018
Scapic,,Bangalore,Cloud Computing,Virtual/Augmented Reality Start Up .,unidisclosed,500000.0,Seed,2018
6Degree,,Mumbai,Fashion,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,unidisclosed,400000.0,Seed,2018
Ekincare,,Hyderabad,Medical,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,unidisclosed,1500000.0,Series A,2018
Groww,,Kormangala,Finance,Groww offers a new way of investing money.,unidisclosed,120000.0,Seed,2018
Cell Propulsion,,Bangalore,Unavailable,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,unidisclosed,102200.0,Seed,2018
Chezuba,,Hyderabad,Internet,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,unidisclosed,20440.0,Angel,2018
Wealthtrust,,Mumbai,Finance,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,unidisclosed,500000.0,Seed,2018
Awign Enterprises,,Bangalore,Business Development,Operations and manpower outsourcing startup,unidisclosed,730000.0,Seed,2018
Hubhopper,,Delhi,Internet,Get your daily dose of interest as summaries from news and magazine stories .,unidisclosed,500000.0,Series A,2018
Rubix108 Technologies,,Pune,Information Technology,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,unidisclosed,1000000.0,Seed,2018
Workflexi,,Bangalore,Human Resources,"Be Smart, Work on Contract,Be Smart, Hire on Contract",unidisclosed,146000.0,Seed,2018
Streak,,Bangalore,Financial Services,Algorithmic trading platform.,unidisclosed,328500.0,Seed,2018
Kuants,,Gurgaon,Financial Services,Algorithmic trading platform.,unidisclosed,73000.0,Seed,2018
NiYO Solutions,,Bangalore,Finance,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,unidisclosed,13200000.0,Series A,2018
Simulanis,,New Delhi,Training,A Delhi-based Augmented Reality and Virtual Reality technology development company.,unidisclosed,500000.0,Seed,2018
MY CHIRAAG CAB,,Jaipur,Travel,MY CHIRAAG CAB SERVICES PVT LTD,unidisclosed,1000000.0,Seed,2018
Flathalt,,Gurgaon,Unavailable,FInd your Customized Home here.,unidisclosed,50000.0,Angel,2018
True Elements,,Pune,Dietary Supplements,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,unidisclosed,730000.0,Seed,2018
